start,end,today,,Select region,Select your National Society,Visibility:,__version__,_id,_uuid,_submission_time,_validation_status,_index,INVOLVED IN VACCINATION ACTIVITIES,ISO3,Final involvement,Source
2021-02-19T11:11:14.227+01:00,2021-02-19T11:38:58.630+01:00,2021-02-19,,Europe,Swiss Red Cross,RCRC Movement,vBBPRRPRGAkK8njaji7pcp,15535,6ec25938-122f-4db8-ab65-12ad198bbcc7,2021-02-19T10:39:10,,31,0,CHE,Yes,SA Tool
2021-02-19T09:47:59.587+05:00,2021-02-19T15:50:59.783+05:00,2021-02-19,,Europe,Red Crescent Society of Uzbekistan,Public,vBBPRRPRGAkK8njaji7pcp,15537,1f82cf81-0049-4615-9b95-e38eff1f751d,2021-02-19T10:51:16,,32,0,UZB,No,SA Tool
2021-02-19T11:10:09.996+01:00,2021-02-19T12:15:08.369+01:00,2021-02-19,,Europe,The Red Cross of Serbia,IFRC Secretariat,vBBPRRPRGAkK8njaji7pcp,15541,d777d81c-c150-4059-a820-db148cdbd309,2021-02-19T11:17:20,,33,0,SRB,Yes,SA Tool
2021-02-19T10:45:58.328+01:00,2021-02-19T13:21:54.556+01:00,2021-02-19,,Europe,Czech Red Cross,RCRC Movement,vBBPRRPRGAkK8njaji7pcp,15568,8a296774-6853-475f-b5b5-83184c50c0ae,2021-02-19T12:22:15,,34,0,CZE,Yes,SA Tool
2021-02-19T13:30:46.510+01:00,2021-02-19T13:59:56.761+01:00,2021-02-19,,Europe,Slovak Red Cross,Public,vBBPRRPRGAkK8njaji7pcp,15575,380aca06-a50a-4b78-8110-5a7d46f8bf5d,2021-02-19T13:00:07,,35,0,SVK,Yes,SA Tool
2021-02-19T14:38:05.101+01:00,2021-02-19T14:46:50.915+01:00,2021-02-19,,Europe,Red Cross of Monaco,Public,vBBPRRPRGAkK8njaji7pcp,15597,bfa38109-918d-442a-8c58-aa8c064d896a,2021-02-19T13:47:03,,37,0,MCO,Yes,SA Tool
2021-02-19T15:50:49.136+01:00,2021-02-19T18:51:08.418+01:00,2021-02-19,,Europe,Italian Red Cross,IFRC Secretariat,vBBPRRPRGAkK8njaji7pcp,15727,04cb9b4c-64ec-4c30-8f07-4e0917248f55,2021-02-19T17:51:19,,40,0,ITA,Yes,SA Tool
2021-02-19T19:55:29.379+01:00,2021-02-19T20:07:19.168+01:00,2021-02-19,,Europe,Malta Red Cross Society,Public,vBBPRRPRGAkK8njaji7pcp,15786,55b30685-5407-4cfa-8733-1f57d50ff750,2021-02-19T19:07:30,,41,0,MLT,Yes,SA Tool
2021-02-15T16:47:26.685+02:00,2021-02-21T17:57:05.735+02:00,2021-02-15,,Europe,Romanian Red Cross,IFRC Secretariat,vBBPRRPRGAkK8njaji7pcp,16259,2456f81c-0aa9-4444-828a-3b93eca188b4,2021-02-21T15:57:15,,42,0,ROU,Yes,SA Tool
2021-02-19T10:46:42.412+01:00,2021-02-22T09:50:08.613+01:00,2021-02-19,,Europe,Slovenian Red Cross,Public,vBBPRRPRGAkK8njaji7pcp,16328,3974fa0d-b629-4d4f-b8ba-bd203596ce43,2021-02-22T08:50:19,,43,0,SVN,Yes,SA Tool
2021-02-18T16:29:59.148-00:00,2021-02-18T16:52:36.866-00:00,2021-02-18,,Africa,Senegalese Red Cross Society,RCRC Movement,vBBPRRPRGAkK8njaji7pcp,15111,e56515b5-59ee-4a60-814a-3efd665fdbb1,2021-02-18T16:52:39,,20,0,SEN,Yes,SA Tool
2021-02-18T09:58:14.319-00:00,2021-02-18T18:54:58.535-00:00,2021-02-18,,Africa,Red Cross Society of C̫te d'Ivoire,RCRC Movement,vBBPRRPRGAkK8njaji7pcp,15190,f5023630-fb2b-497a-a52b-61a702966f80,2021-02-18T18:55:01,,21,0,CIV,Yes,SA Tool
2021-02-18T22:46:38.088-00:00,2021-02-19T00:16:17.396-00:00,2021-02-18,,Africa,Burkinabe Red Cross Society,RCRC Movement,vBBPRRPRGAkK8njaji7pcp,15433,ef5b05f3-d852-47bb-834d-b5829ca504d7,2021-02-19T00:16:19,,22,0,BFA,Yes,SA Tool
2021-02-19T09:28:31.983+01:00,2021-02-19T10:08:34.419+01:00,2021-02-19,,Africa,Mauritanian Red Crescent,RCRC Movement,vBBPRRPRGAkK8njaji7pcp,15508,b241110e-b4c7-4fb5-ac3b-f9c879e1591a,2021-02-19T10:08:57,,24,0,MRT,Yes,SA Tool
2021-02-19T12:20:10.941+03:00,2021-02-19T13:27:20.365+03:00,2021-02-19,,Africa,The Comoros Red Crescent,Public,vBBPRRPRGAkK8njaji7pcp,15530,b9993c72-4eec-45af-ae96-ac71c9baf929,2021-02-19T10:27:25,,25,0,COM,Yes,SA Tool
2021-02-20T10:58:43.661+02:00,2021-02-20T12:10:58.414+02:00,2021-02-20,,Africa,The Sudanese Red Crescent,RCRC Movement,vBBPRRPRGAkK8njaji7pcp,15539,29dd1b60-956e-40cf-b0e1-2d6ea5571e21,2021-02-19T11:11:16,,26,0,SDN,Yes,SA Tool
2021-02-19T10:34:44.658+01:00,2021-02-19T16:07:21.093+01:00,2021-02-19,,Africa,Angola Red Cross,Public,vBBPRRPRGAkK8njaji7pcp,15625,06bcbdf8-6590-43db-9b47-53fc0e36b4dc,2021-02-19T15:07:23,,27,0,AGO,Yes,SA Tool
2021-02-19T15:42:24.465-00:00,2021-02-19T15:53:37.658-00:00,2021-02-19,,Africa,Red Cross Society of Guinea,RCRC Movement,vBBPRRPRGAkK8njaji7pcp,15640,603f491a-0193-47c4-b679-8cda1f7d6692,2021-02-19T15:53:41,,28,0,GIN,Yes,SA Tool
2021-02-20T17:00:39.516+03:00,2021-02-20T17:28:07.841+03:00,2021-02-20,,Africa,The Uganda Red Cross Society,RCRC Movement,vBBPRRPRGAkK8njaji7pcp,15994,274ab106-a550-46f5-971d-4d44c7265a87,2021-02-20T14:28:28,,29,0,UGA,Yes,SA Tool
2021-02-20T11:12:38.141+01:00,2021-02-20T16:30:09.966+01:00,2021-02-20,,Africa,Nigerian Red Cross Society,Public,vBBPRRPRGAkK8njaji7pcp,16034,991eb478-0266-45cc-b832-ba489618e855,2021-02-20T15:30:12,,30,0,NGA,Yes,SA Tool
2021-02-22T10:51:42.317+02:00,2021-02-22T14:01:47.372+02:00,2021-02-22,,Africa,Rwandan Red Cross,RCRC Movement,vBBPRRPRGAkK8njaji7pcp,16403,b1d890de-0ac6-4ffe-a981-8d49a98e4edc,2021-02-22T12:01:48,,31,0,RWA,Yes,SA Tool
2021-02-22T16:06:11.709+03:00,2021-02-22T17:34:59.202+03:00,2021-02-22,,Africa,Tanzania Red Cross National Society,RCRC Movement,vBBPRRPRGAkK8njaji7pcp,16434,1a057463-0332-475d-a7ce-9a18f05ad888,2021-02-22T14:35:01,,32,0,TZA,No,SA Tool
2021-02-26T15:59:18.214+01:00,2021-02-26T16:21:26.873+01:00,2021-02-26,,Africa,Red Cross Society of Niger,Public,vBBPRRPRGAkK8njaji7pcp,18044,886fece0-417c-48a1-afc9-5976a6ae0056,2021-02-26T15:21:27,,33,0,NER,Yes,SA Tool
2021-02-26T16:48:39.998-00:00,2021-02-26T17:27:17.651-00:00,2021-02-26,,Africa,Mali Red Cross,Public,vBBPRRPRGAkK8njaji7pcp,18075,082fe00a-4c85-41b8-905f-2bb9c6d9cef7,2021-02-26T17:27:18,,34,0,MLI,Yes,SA Tool
2021-03-01T09:03:28.156+03:00,2021-03-01T09:30:54.801+03:00,2021-03-01,,Africa,Ethiopia Red Cross,RCRC Movement,vBBPRRPRGAkK8njaji7pcp,18237,d13e50f6-13f8-424e-853e-07cbe8875dc9,2021-03-01T06:27:57,,35,0,ETH,Yes,SA Tool
2021-03-01T20:10:48.595+03:00,2021-03-01T20:25:27.974+03:00,2021-03-01,,Africa,Kenya Red Cross Society,RCRC Movement,vBBPRRPRGAkK8njaji7pcp,18380,93fb00e3-9fd8-46eb-aaee-68bae3501350,2021-03-01T17:25:34,,36,0,KEN,Yes,SA Tool
Not,,,,Americas,American Red Cross,,,,,,,,0,USA,Yes,Regions
Not,,,,Europe,Andorran Red Cross,,,,,,,,0,AND,No,Regions
Not,,,,Asia Pacific,Australian Red Cross,,,,,,,,0,AUS,Undecided/Under discussion,Regions
Not,,,,Middle East and North Africa,Bahrain Red Crescent Society,,,,,,,,0,BHR,No,Regions
Not,,,,Europe,Belgian Red Cross,,,,,,,,0,BEL,Yes,Regions
Not,,,,Asia Pacific,Bhutan Red Cross Society,,,,,,,,0,BTN,Undecided/Under discussion,Regions
Not,,,,Asia Pacific,Brunei Darussalam Red Crescent Society,,,,,,,,0,BRN,Undecided/Under discussion,Regions
Not,,,,Africa,Burundi Red Cross,,,,,,,,0,BDI,No,Regions
Not,,,,Africa,Cameroon Red Cross Society,,,,,,,,0,CMR,Undecided/Under discussion,Regions
Not,,,,Americas,Canadian Red Cross,,,,,,,,0,CAN,Yes,Regions
Not,,,,Africa,Central African Red Cross Society,,,,,,,,0,CAF,Yes,Regions
Not,,,,Africa,Congolese Red Cross,,,,,,,,0,COG,Yes,Regions
Not,,,,Asia Pacific,Cook Islands Red Cross Society,,,,,,,,0,COK,Yes,Regions
Not,,,,Americas,Cuban Red Cross,,,,,,,,0,CUB,Undecided/Under discussion,Regions
Not,,,,Europe,Cyprus Red Cross Society,,,,,,,,0,CYP,No,Regions
Not,,,,Africa,Djibouti Red Crescent Society,,,,,,,,0,DJI,Undecided/Under discussion,Regions
Not,,,,Africa,Gabonese Red Cross Society,,,,,,,,0,GAB,Yes,Regions
Not,,,,Americas,Haitian Red Cross,,,,,,,,0,HTI,Undecided/Under discussion,Regions
Not,,,,Europe,Hungarian Red Cross,,,,,,,,0,HUN,No,Regions
Not,,,,Europe,Icelandic Red Cross,,,,,,,,0,ISL,Yes,Regions
Not,,,,Asia Pacific,Indian Red Cross Society,,,,,,,,0,IND,Undecided/Under discussion,Regions
Not,,,,Europe,Irish Red Cross Society,,,,,,,,0,IRL,Undecided/Under discussion,Regions
Not,,,,Middle East and North Africa,Jordan National Red Crescent Society,,,,,,,,0,JOR,Undecided/Under discussion,Regions
Not,,,,Middle East and North Africa,Kuwait Red Crescent Society,,,,,,,,0,KWT,Yes,Regions
Not,,,,Middle East and North Africa,Lebanese Red Cross,,,,,,,,0,LBN,Yes,Regions
Not,,,,Middle East and North Africa,Libyan Red Crescent,,,,,,,,0,LBY,Undecided/Under discussion,Regions
Not,,,,Europe,Liechtenstein Red Cross,,,,,,,,0,LIE,No,Regions
Not,,,,Europe,Lithuanian Red Cross Society,,,,,,,,0,LTU,Yes,Regions
Not,,,,Africa,Malagasy Red Cross Society,,,,,,,,0,MDG,Yes,Regions
Not,,,,Asia Pacific,Malaysian Red Crescent Society,,,,,,,,0,MYS,Yes,Regions
Not,,,,Asia Pacific,Maldivian Red Crescent,,,,,,,,0,MDV,Yes,Regions
Not,,,,Asia Pacific,New Zealand Red Cross,,,,,,,,0,NZL,No,Regions
Not,,,,Asia Pacific,Palau Red Cross Society,,,,,,,,0,PLW,Undecided/Under discussion,Regions
Not,,,,Asia Pacific,Papua New Guinea Red Cross Society,,,,,,,,0,PNG,Yes,Regions
Not,,,,Middle East and North Africa,Qatar Red Crescent Society,,,,,,,,0,QAT,No,Regions
Not,,,,Middle East and North Africa,Red Crescent Society of the Islamic Republic of Iran,,,,,,,,0,IRN,Yes,Regions
Not,,,,Middle East and North Africa,Red Crescent Society of the United Arab Emirates,,,,,,,,0,ARE,No,Regions
Not,,,,Africa,Red Cross of Equatorial Guinea,,,,,,,,0,GNQ,Undecided/Under discussion,Regions
Not,,,,Africa,Red Cross of the Democratic Republic of the Congo,,,,,,,,0,COD,Yes,Regions
Not,,,,Europe,Red Cross of the Republic of San Marino,,,,,,,,0,SMR,No ,Regions
Not,,,,Asia Pacific,Red Cross Society of the Democratic People's Republic of Korea,,,,,,,,0,PRK,No,Regions
Not,,,,Europe,Red Cross Society of the Republic of Moldova,,,,,,,,0,MDA,No,Regions
Not,,,,Asia Pacific,Samoa Red Cross Society,,,,,,,,0,WSM,Yes,Regions
Not,,,,Africa,Sao Tome and Principe Red Cross,,,,,,,,0,STP,Yes,Regions
Not,,,,Middle East and North Africa,Saudi Red Crescent Authority,,,,,,,,0,SAU,No,Regions
Not,,,,Asia Pacific,Singapore Red Cross Society,,,,,,,,0,SGP,No,Regions
Not,,,,Africa,South Sudan Red Cross,,,,,,,,0,SSD,Yes,Regions
Not,,,,Middle East and North Africa,Syrian Arab Red Crescent,,,,,,,,0,SYR,Undecided/Under discussion,Regions
Not,,,,Asia Pacific,The Fiji Red Cross Society,,,,,,,,0,FJI,Yes,Regions
Not,,,,Europe,The Netherlands Red Cross,,,,,,,,0,NLD,Yes,Regions
Not,,,,Asia Pacific,The Solomon Islands Red Cross,,,,,,,,0,SLB,Undecided/Under discussion,Regions
Not,,,,Asia Pacific,The Sri Lanka Red Cross Society,,,,,,,,0,LKA,Yes,Regions
Not,,,,Asia Pacific,The Thai Red Cross Society,,,,,,,,0,THA,Yes,Regions
Not,,,,Asia Pacific,Tuvalu Red Cross Society,,,,,,,,0,TUV,Yes,Regions
Not,,,,Asia Pacific,Vanuatu Red Cross Society,,,,,,,,0,VUT,Undecided/Under discussion,Regions
Not,,,,Americas,Venezuelan Red Cross,,,,,,,,0,VEN,Yes,Regions
Not,,,,Asia Pacific,Vietnam Red Cross Society,,,,,,,,0,VNM,Undecided/Under discussion,Regions
Not,,,,Middle East and North Africa,Yemen Red Crescent Society,,,,,,,,0,YEM,Undecided/Under discussion,Regions
2021-03-03T08:33:16.770-01:00,2021-03-03T10:16:54.759-01:00,2021-03-02,,Africa,Red Cross of Cape Verde,Public,vBBPRRPRGAkK8njaji7pcp,18732,fbad9be3-e335-4fd7-be19-282eaeb6d229,2021-03-03T11:16:54,,37,0,CPV,Yes,SA Tool
2021-03-03T13:11:24.744+01:00,2021-03-03T14:59:24.479+01:00,2021-03-03,,Africa,Red Cross of Chad,RCRC Movement,vBBPRRPRGAkK8njaji7pcp,18799,f4de0e65-aab0-4f43-befb-cfde29ffcae8,2021-03-03T14:00:25,,39,0,TCD,Yes,SA Tool
2021-02-17T18:55:43.829+01:00,2021-02-22T15:50:34.291+01:00,2021-02-17,,Europe,Swedish Red Cross,Public,vBBPRRPRGAkK8njaji7pcp,16438,68295b70-a997-440d-ba46-a7438d03379c,2021-02-22T14:50:46,,41,0,SWE,Yes,SA Tool
2021-02-19T08:40:31.171+01:00,2021-02-22T17:56:48.442+01:00,2021-02-19,,Europe,Danish Red Cross,IFRC Secretariat,vBBPRRPRGAkK8njaji7pcp,16498,2156b9a4-66e0-468c-b043-ab6d5ad200b6,2021-02-22T16:57:00,,42,0,DNK,Yes,SA Tool
2021-02-24T09:30:38.123+02:00,2021-03-03T15:15:22.947+02:00,2021-02-24,,Europe,Hellenic Red Cross,Public,vBBPRRPRGAkK8njaji7pcp,18785,82c15856-0a67-4fb5-8c61-90903c606b3d,2021-03-03T13:15:33,,43,0,GRC,Yes,SA Tool
,,,,,Greenland,,,,,,,,,,Yes,
,,,,,Western Sahara,,,,,,,,,,Yes,
